pizza_id,Size,Dough,MainFlavor,SecondFlavor,typeFlavor,price
363,Média,Tradicional,Extravaganzza®,Margherita,Super Premium,72.9
364,Média,Tradicional,Extravaganzza®,Pizza de Queijo,Super Premium,72.9
365,Média,Tradicional,Extravaganzza®,Corn & Bacon,Super Premium,72.9
366,Média,Tradicional,Extravaganzza®,Calabresa,Super Premium,72.9
367,Média,Tradicional,Extravaganzza®,Frango com Requeijão,Super Premium,72.9
368,Média,Tradicional,Extravaganzza®,3 Queijos,Super Premium,72.9
369,Média,Tradicional,Veggie®,Veggie®,Super Premium,72.9
370,Média,Tradicional,Veggie®,Portuguesa,Super Premium,72.9
371,Média,Tradicional,Veggie®,Pepperrock,Super Premium,72.9
372,Média,Tradicional,Veggie®,Frango Grelhado,Super Premium,72.9
373,Média,Tradicional,Veggie®,Frango com Cream Cheese,Super Premium,72.9
374,Média,Tradicional,Veggie®,Egg & Bacon,Super Premium,72.9
375,Média,Tradicional,Veggie®,Catuperoni,Super Premium,72.9
376,Média,Tradicional,Veggie®,Calabresa Especial,Super Premium,72.9
377,Média,Tradicional,Veggie®,Búfala La Bianca,Super Premium,72.9
378,Média,Tradicional,Veggie®,Bauru,Super Premium,72.9
379,Média,Tradicional,Veggie®,4 Queijos,Super Premium,72.9
380,Média,Tradicional,Veggie®,América,Super Premium,72.9
381,Média,Tradicional,Veggie®,Napolitana,Super Premium,72.9
382,Média,Tradicional,Veggie®,Presunto,Super Premium,72.9
383,Média,Tradicional,Veggie®,Pepperoni,Super Premium,72.9
384,Média,Tradicional,Veggie®,Margherita,Super Premium,72.9
385,Média,Tradicional,Veggie®,Pizza de Queijo,Super Premium,72.9
386,Média,Tradicional,Veggie®,Corn & Bacon,Super Premium,72.9
387,Média,Tradicional,Veggie®,Calabresa,Super Premium,72.9
388,Média,Tradicional,Veggie®,Frango com Requeijão,Super Premium,72.9
389,Média,Tradicional,Veggie®,3 Queijos,Super Premium,72.9
390,Média,Tradicional,Portuguesa,Portuguesa,Super Premium,72.9
391,Média,Tradicional,Portuguesa,Pepperrock,Super Premium,72.9
392,Média,Tradicional,Portuguesa,Frango Grelhado,Super Premium,72.9
393,Média,Tradicional,Portuguesa,Frango com Cream Cheese,Super Premium,72.9
394,Média,Tradicional,Portuguesa,Egg & Bacon,Super Premium,72.9
395,Média,Tradicional,Portuguesa,Catuperoni,Super Premium,72.9
396,Média,Tradicional,Portuguesa,Calabresa Especial,Super Premium,72.9
397,Média,Tradicional,Portuguesa,Búfala La Bianca,Super Premium,72.9
398,Média,Tradicional,Portuguesa,Bauru,Super Premium,72.9
399,Média,Tradicional,Portuguesa,4 Queijos,Super Premium,72.9
400,Média,Tradicional,Portuguesa,América,Super Premium,72.9
401,Média,Tradicional,Portuguesa,Napolitana,Super Premium,72.9
402,Média,Tradicional,Portuguesa,Presunto,Super Premium,72.9
403,Média,Tradicional,Portuguesa,Pepperoni,Super Premium,72.9
404,Média,Tradicional,Portuguesa,Margherita,Super Premium,72.9
405,Média,Tradicional,Portuguesa,Pizza de Queijo,Super Premium,72.9
406,Média,Tradicional,Portuguesa,Corn & Bacon,Super Premium,72.9
407,Média,Tradicional,Portuguesa,Calabresa,Super Premium,72.9
408,Média,Tradicional,Portuguesa,Frango com Requeijão,Super Premium,72.9
409,Média,Tradicional,Portuguesa,3 Queijos,Super Premium,72.9
410,Média,Tradicional,Pepperrock,Pepperrock,Super Premium,72.9
411,Média,Tradicional,Pepperrock,Frango Grelhado,Super Premium,72.9
412,Média,Tradicional,Pepperrock,Frango com Cream Cheese,Super Premium,72.9
413,Média,Tradicional,Pepperrock,Egg & Bacon,Super Premium,72.9
414,Média,Tradicional,Pepperrock,Catuperoni,Super Premium,72.9
415,Média,Tradicional,Pepperrock,Calabresa Especial,Super Premium,72.9
416,Média,Tradicional,Pepperrock,Búfala La Bianca,Super Premium,72.9
417,Média,Tradicional,Pepperrock,Bauru,Super Premium,72.9
418,Média,Tradicional,Pepperrock,4 Queijos,Super Premium,72.9
419,Média,Tradicional,Pepperrock,América,Super Premium,72.9
420,Média,Tradicional,Pepperrock,Napolitana,Super Premium,72.9
421,Média,Tradicional,Pepperrock,Presunto,Super Premium,72.9
422,Média,Tradicional,Pepperrock,Pepperoni,Super Premium,72.9
423,Média,Tradicional,Pepperrock,Margherita,Super Premium,72.9
424,Média,Tradicional,Pepperrock,Pizza de Queijo,Super Premium,72.9
425,Média,Tradicional,Pepperrock,Corn & Bacon,Super Premium,72.9
426,Média,Tradicional,Pepperrock,Calabresa,Super Premium,72.9
427,Média,Tradicional,Pepperrock,Frango com Requeijão,Super Premium,72.9
428,Média,Tradicional,Pepperrock,3 Queijos,Super Premium,72.9
429,Média,Tradicional,Frango Grelhado,Frango Grelhado,Super Premium,72.9
430,Média,Tradicional,Frango Grelhado,Frango com Cream Cheese,Super Premium,72.9
431,Média,Tradicional,Frango Grelhado,Egg & Bacon,Super Premium,72.9
432,Média,Tradicional,Frango Grelhado,Catuperoni,Super Premium,72.9
433,Média,Tradicional,Frango Grelhado,Calabresa Especial,Super Premium,72.9
434,Média,Tradicional,Frango Grelhado,Búfala La Bianca,Super Premium,72.9
435,Média,Tradicional,Frango Grelhado,Bauru,Super Premium,72.9
436,Média,Tradicional,Frango Grelhado,4 Queijos,Super Premium,72.9
437,Média,Tradicional,Frango Grelhado,América,Super Premium,72.9
438,Média,Tradicional,Frango Grelhado,Napolitana,Super Premium,72.9
439,Média,Tradicional,Frango Grelhado,Presunto,Super Premium,72.9
440,Média,Tradicional,Frango Grelhado,Pepperoni,Super Premium,72.9
441,Média,Tradicional,Frango Grelhado,Margherita,Super Premium,72.9
442,Média,Tradicional,Frango Grelhado,Pizza de Queijo,Super Premium,72.9
443,Média,Tradicional,Frango Grelhado,Corn & Bacon,Super Premium,72.9
444,Média,Tradicional,Frango Grelhado,Calabresa,Super Premium,72.9
445,Média,Tradicional,Frango Grelhado,Frango com Requeijão,Super Premium,72.9
446,Média,Tradicional,Frango Grelhado,3 Queijos,Super Premium,72.9
447,Média,Tradicional,Frango com Cream Cheese,Frango com Cream Cheese,Premium,66.9
448,Média,Tradicional,Frango com Cream Cheese,Egg & Bacon,Premium,66.9
449,Média,Tradicional,Frango com Cream Cheese,Catuperoni,Premium,66.9
450,Média,Tradicional,Frango com Cream Cheese,Calabresa Especial,Premium,66.9
451,Média,Tradicional,Frango com Cream Cheese,Búfala La Bianca,Premium,66.9
452,Média,Tradicional,Frango com Cream Cheese,Bauru,Premium,66.9
453,Média,Tradicional,Frango com Cream Cheese,4 Queijos,Premium,66.9
454,Média,Tradicional,Frango com Cream Cheese,América,Premium,66.9
455,Média,Tradicional,Frango com Cream Cheese,Napolitana,Premium,66.9
456,Média,Tradicional,Frango com Cream Cheese,Presunto,Premium,66.9
457,Média,Tradicional,Frango com Cream Cheese,Pepperoni,Premium,66.9
458,Média,Tradicional,Frango com Cream Cheese,Margherita,Premium,66.9
459,Média,Tradicional,Frango com Cream Cheese,Pizza de Queijo,Premium,66.9
460,Média,Tradicional,Frango com Cream Cheese,Corn & Bacon,Premium,66.9
461,Média,Tradicional,Frango com Cream Cheese,Calabresa,Premium,66.9
462,Média,Tradicional,Frango com Cream Cheese,Frango com Requeijão,Premium,66.9
463,Média,Tradicional,Frango com Cream Cheese,3 Queijos,Premium,66.9
464,Média,Tradicional,Egg & Bacon,Egg & Bacon,Premium,66.9
465,Média,Tradicional,Egg & Bacon,Catuperoni,Premium,66.9
466,Média,Tradicional,Egg & Bacon,Calabresa Especial,Premium,66.9
467,Média,Tradicional,Egg & Bacon,Búfala La Bianca,Premium,66.9
468,Média,Tradicional,Egg & Bacon,Bauru,Premium,66.9
469,Média,Tradicional,Egg & Bacon,4 Queijos,Premium,66.9
470,Média,Tradicional,Egg & Bacon,América,Premium,66.9
471,Média,Tradicional,Egg & Bacon,Napolitana,Premium,66.9
472,Média,Tradicional,Egg & Bacon,Presunto,Premium,66.9
473,Média,Tradicional,Egg & Bacon,Pepperoni,Premium,66.9
474,Média,Tradicional,Egg & Bacon,Margherita,Premium,66.9
475,Média,Tradicional,Egg & Bacon,Pizza de Queijo,Premium,66.9
476,Média,Tradicional,Egg & Bacon,Corn & Bacon,Premium,66.9
477,Média,Tradicional,Egg & Bacon,Calabresa,Premium,66.9
478,Média,Tradicional,Egg & Bacon,Frango com Requeijão,Premium,66.9
479,Média,Tradicional,Egg & Bacon,3 Queijos,Premium,66.9
480,Média,Tradicional,Catuperoni,Catuperoni,Premium,66.9
481,Média,Tradicional,Catuperoni,Calabresa Especial,Premium,66.9
482,Média,Tradicional,Catuperoni,Búfala La Bianca,Premium,66.9
483,Média,Tradicional,Catuperoni,Bauru,Premium,66.9
484,Média,Tradicional,Catuperoni,4 Queijos,Premium,66.9
485,Média,Tradicional,Catuperoni,América,Premium,66.9
486,Média,Tradicional,Catuperoni,Napolitana,Premium,66.9
487,Média,Tradicional,Catuperoni,Presunto,Premium,66.9
488,Média,Tradicional,Catuperoni,Pepperoni,Premium,66.9
489,Média,Tradicional,Catuperoni,Margherita,Premium,66.9
490,Média,Tradicional,Catuperoni,Pizza de Queijo,Premium,66.9
491,Média,Tradicional,Catuperoni,Corn & Bacon,Premium,66.9
492,Média,Tradicional,Catuperoni,Calabresa,Premium,66.9
493,Média,Tradicional,Catuperoni,Frango com Requeijão,Premium,66.9
494,Média,Tradicional,Catuperoni,3 Queijos,Premium,66.9
495,Média,Tradicional,Calabresa Especial,Calabresa Especial,Premium,66.9
496,Média,Tradicional,Calabresa Especial,Búfala La Bianca,Premium,66.9
497,Média,Tradicional,Calabresa Especial,Bauru,Premium,66.9
498,Média,Tradicional,Calabresa Especial,4 Queijos,Premium,66.9
499,Média,Tradicional,Calabresa Especial,América,Premium,66.9
500,Média,Tradicional,Calabresa Especial,Napolitana,Premium,66.9
501,Média,Tradicional,Calabresa Especial,Presunto,Premium,66.9
502,Média,Tradicional,Calabresa Especial,Pepperoni,Premium,66.9
503,Média,Tradicional,Calabresa Especial,Margherita,Premium,66.9
504,Média,Tradicional,Calabresa Especial,Pizza de Queijo,Premium,66.9
505,Média,Tradicional,Calabresa Especial,Corn & Bacon,Premium,66.9
506,Média,Tradicional,Calabresa Especial,Calabresa,Premium,66.9
507,Média,Tradicional,Calabresa Especial,Frango com Requeijão,Premium,66.9
508,Média,Tradicional,Calabresa Especial,3 Queijos,Premium,66.9
509,Média,Tradicional,Búfala La Bianca,Búfala La Bianca,Premium,66.9
510,Média,Tradicional,Búfala La Bianca,Bauru,Premium,66.9
511,Média,Tradicional,Búfala La Bianca,4 Queijos,Premium,66.9
512,Média,Tradicional,Búfala La Bianca,América,Premium,66.9
513,Média,Tradicional,Búfala La Bianca,Napolitana,Premium,66.9
514,Média,Tradicional,Búfala La Bianca,Presunto,Premium,66.9
515,Média,Tradicional,Búfala La Bianca,Pepperoni,Premium,66.9
516,Média,Tradicional,Búfala La Bianca,Margherita,Premium,66.9
517,Média,Tradicional,Búfala La Bianca,Pizza de Queijo,Premium,66.9
518,Média,Tradicional,Búfala La Bianca,Corn & Bacon,Premium,66.9
519,Média,Tradicional,Búfala La Bianca,Calabresa,Premium,66.9
520,Média,Tradicional,Búfala La Bianca,Frango com Requeijão,Premium,66.9
521,Média,Tradicional,Búfala La Bianca,3 Queijos,Premium,66.9
522,Média,Tradicional,Bauru,Bauru,Premium,66.9
523,Média,Tradicional,Bauru,4 Queijos,Premium,66.9
524,Média,Tradicional,Bauru,América,Premium,66.9
525,Média,Tradicional,Bauru,Napolitana,Premium,66.9
526,Média,Tradicional,Bauru,Presunto,Premium,66.9
527,Média,Tradicional,Bauru,Pepperoni,Premium,66.9
528,Média,Tradicional,Bauru,Margherita,Premium,66.9
529,Média,Tradicional,Bauru,Pizza de Queijo,Premium,66.9
530,Média,Tradicional,Bauru,Corn & Bacon,Premium,66.9
531,Média,Tradicional,Bauru,Calabresa,Premium,66.9
532,Média,Tradicional,Bauru,Frango com Requeijão,Premium,66.9
533,Média,Tradicional,Bauru,3 Queijos,Premium,66.9
534,Média,Tradicional,4 Queijos,4 Queijos,Premium,66.9
535,Média,Tradicional,4 Queijos,América,Premium,66.9
536,Média,Tradicional,4 Queijos,Napolitana,Premium,66.9
537,Média,Tradicional,4 Queijos,Presunto,Premium,66.9
538,Média,Tradicional,4 Queijos,Pepperoni,Premium,66.9
539,Média,Tradicional,4 Queijos,Margherita,Premium,66.9
540,Média,Tradicional,4 Queijos,Pizza de Queijo,Premium,66.9
541,Média,Tradicional,4 Queijos,Corn & Bacon,Premium,66.9
542,Média,Tradicional,4 Queijos,Calabresa,Premium,66.9
543,Média,Tradicional,4 Queijos,Frango com Requeijão,Premium,66.9
544,Média,Tradicional,4 Queijos,3 Queijos,Premium,66.9
545,Média,Tradicional,América,América,Premium,66.9
546,Média,Tradicional,América,Napolitana,Premium,66.9
547,Média,Tradicional,América,Presunto,Premium,66.9
548,Média,Tradicional,América,Pepperoni,Premium,66.9
549,Média,Tradicional,América,Margherita,Premium,66.9
550,Média,Tradicional,América,Pizza de Queijo,Premium,66.9
551,Média,Tradicional,América,Corn & Bacon,Premium,66.9
552,Média,Tradicional,América,Calabresa,Premium,66.9
553,Média,Tradicional,América,Frango com Requeijão,Premium,66.9
554,Média,Tradicional,América,3 Queijos,Premium,66.9
555,Média,Tradicional,Napolitana,Napolitana,Especialidade,60.9
556,Média,Tradicional,Napolitana,Presunto,Especialidade,60.9
557,Média,Tradicional,Napolitana,Pepperoni,Especialidade,60.9
558,Média,Tradicional,Napolitana,Margherita,Especialidade,60.9
559,Média,Tradicional,Napolitana,Pizza de Queijo,Especialidade,60.9
560,Média,Tradicional,Napolitana,Corn & Bacon,Especialidade,60.9
561,Média,Tradicional,Napolitana,Calabresa,Especialidade,60.9
562,Média,Tradicional,Napolitana,Frango com Requeijão,Especialidade,60.9
563,Média,Tradicional,Napolitana,3 Queijos,Especialidade,60.9
564,Média,Tradicional,Presunto,Presunto,Especialidade,60.9
565,Média,Tradicional,Presunto,Pepperoni,Especialidade,60.9
566,Média,Tradicional,Presunto,Margherita,Especialidade,60.9
567,Média,Tradicional,Presunto,Pizza de Queijo,Especialidade,60.9
568,Média,Tradicional,Presunto,Corn & Bacon,Especialidade,60.9
569,Média,Tradicional,Presunto,Calabresa,Especialidade,60.9
570,Média,Tradicional,Presunto,Frango com Requeijão,Especialidade,60.9
571,Média,Tradicional,Presunto,3 Queijos,Especialidade,60.9
572,Média,Tradicional,Pepperoni,Pepperoni,Especialidade,60.9
573,Média,Tradicional,Pepperoni,Margherita,Especialidade,60.9
574,Média,Tradicional,Pepperoni,Pizza de Queijo,Especialidade,60.9
575,Média,Tradicional,Pepperoni,Corn & Bacon,Especialidade,60.9
576,Média,Tradicional,Pepperoni,Calabresa,Especialidade,60.9
577,Média,Tradicional,Pepperoni,Frango com Requeijão,Especialidade,60.9
578,Média,Tradicional,Pepperoni,3 Queijos,Especialidade,60.9
579,Média,Tradicional,Margherita,Margherita,Especialidade,60.9
580,Média,Tradicional,Margherita,Pizza de Queijo,Especialidade,60.9
581,Média,Tradicional,Margherita,Corn & Bacon,Especialidade,60.9
582,Média,Tradicional,Margherita,Calabresa,Especialidade,60.9
583,Média,Tradicional,Margherita,Frango com Requeijão,Especialidade,60.9
584,Média,Tradicional,Margherita,3 Queijos,Especialidade,60.9
585,Média,Tradicional,Pizza de Queijo,Pizza de Queijo,Especialidade,60.9
586,Média,Tradicional,Pizza de Queijo,Corn & Bacon,Especialidade,60.9
587,Média,Tradicional,Pizza de Queijo,Calabresa,Especialidade,60.9
588,Média,Tradicional,Pizza de Queijo,Frango com Requeijão,Especialidade,60.9
589,Média,Tradicional,Pizza de Queijo,3 Queijos,Especialidade,60.9
590,Média,Tradicional,Corn & Bacon,Corn & Bacon,Especialidade,60.9
591,Média,Tradicional,Corn & Bacon,Calabresa,Especialidade,60.9
592,Média,Tradicional,Corn & Bacon,Frango com Requeijão,Especialidade,60.9
593,Média,Tradicional,Corn & Bacon,3 Queijos,Especialidade,60.9
594,Média,Tradicional,Calabresa,Calabresa,Especialidade,60.9
595,Média,Tradicional,Calabresa,Frango com Requeijão,Especialidade,60.9
596,Média,Tradicional,Calabresa,3 Queijos,Especialidade,60.9
597,Média,Tradicional,Frango com Requeijão,Frango com Requeijão,Especialidade,60.9
598,Média,Tradicional,Frango com Requeijão,3 Queijos,Especialidade,60.9
599,Média,Tradicional,3 Queijos,3 Queijos,Especialidade,60.9
600,Grande,Tradicional,Frango com Barbecue,Frango com Barbecue,Super Premium,84.9
601,Grande,Tradicional,Frango com Barbecue,Meat & Bacon,Super Premium,84.9
602,Grande,Tradicional,Frango com Barbecue,Extravaganzza®,Super Premium,84.9
603,Grande,Tradicional,Frango com Barbecue,Veggie®,Super Premium,84.9
604,Grande,Tradicional,Frango com Barbecue,Portuguesa,Super Premium,84.9
605,Grande,Tradicional,Frango com Barbecue,Pepperrock,Super Premium,84.9
606,Grande,Tradicional,Frango com Barbecue,Frango Grelhado,Super Premium,84.9
607,Grande,Tradicional,Frango com Barbecue,Frango com Cream Cheese,Super Premium,84.9
608,Grande,Tradicional,Frango com Barbecue,Egg & Bacon,Super Premium,84.9
609,Grande,Tradicional,Frango com Barbecue,Catuperoni,Super Premium,84.9
610,Grande,Tradicional,Frango com Barbecue,Calabresa Especial,Super Premium,84.9
611,Grande,Tradicional,Frango com Barbecue,Búfala La Bianca,Super Premium,84.9
612,Grande,Tradicional,Frango com Barbecue,Bauru,Super Premium,84.9
613,Grande,Tradicional,Frango com Barbecue,4 Queijos,Super Premium,84.9
614,Grande,Tradicional,Frango com Barbecue,América,Super Premium,84.9
615,Grande,Tradicional,Frango com Barbecue,Napolitana,Super Premium,84.9
616,Grande,Tradicional,Frango com Barbecue,Presunto,Super Premium,84.9
617,Grande,Tradicional,Frango com Barbecue,Pepperoni,Super Premium,84.9
618,Grande,Tradicional,Frango com Barbecue,Margherita,Super Premium,84.9
619,Grande,Tradicional,Frango com Barbecue,Pizza de Queijo,Super Premium,84.9
620,Grande,Tradicional,Frango com Barbecue,Corn & Bacon,Super Premium,84.9
621,Grande,Tradicional,Frango com Barbecue,Calabresa,Super Premium,84.9
622,Grande,Tradicional,Frango com Barbecue,Frango com Requeijão,Super Premium,84.9
623,Grande,Tradicional,Frango com Barbecue,3 Queijos,Super Premium,84.9
624,Grande,Tradicional,Meat & Bacon,Meat & Bacon,Super Premium,84.9
625,Grande,Tradicional,Meat & Bacon,Extravaganzza®,Super Premium,84.9
626,Grande,Tradicional,Meat & Bacon,Veggie®,Super Premium,84.9
627,Grande,Tradicional,Meat & Bacon,Portuguesa,Super Premium,84.9
628,Grande,Tradicional,Meat & Bacon,Pepperrock,Super Premium,84.9
629,Grande,Tradicional,Meat & Bacon,Frango Grelhado,Super Premium,84.9
630,Grande,Tradicional,Meat & Bacon,Frango com Cream Cheese,Super Premium,84.9
631,Grande,Tradicional,Meat & Bacon,Egg & Bacon,Super Premium,84.9
632,Grande,Tradicional,Meat & Bacon,Catuperoni,Super Premium,84.9
633,Grande,Tradicional,Meat & Bacon,Calabresa Especial,Super Premium,84.9
634,Grande,Tradicional,Meat & Bacon,Búfala La Bianca,Super Premium,84.9
635,Grande,Tradicional,Meat & Bacon,Bauru,Super Premium,84.9
636,Grande,Tradicional,Meat & Bacon,4 Queijos,Super Premium,84.9
637,Grande,Tradicional,Meat & Bacon,América,Super Premium,84.9
638,Grande,Tradicional,Meat & Bacon,Napolitana,Super Premium,84.9
639,Grande,Tradicional,Meat & Bacon,Presunto,Super Premium,84.9
640,Grande,Tradicional,Meat & Bacon,Pepperoni,Super Premium,84.9
641,Grande,Tradicional,Meat & Bacon,Margherita,Super Premium,84.9
642,Grande,Tradicional,Meat & Bacon,Pizza de Queijo,Super Premium,84.9
643,Grande,Tradicional,Meat & Bacon,Corn & Bacon,Super Premium,84.9
644,Grande,Tradicional,Meat & Bacon,Calabresa,Super Premium,84.9
645,Grande,Tradicional,Meat & Bacon,Frango com Requeijão,Super Premium,84.9
646,Grande,Tradicional,Meat & Bacon,3 Queijos,Super Premium,84.9
647,Grande,Tradicional,Extravaganzza®,Extravaganzza®,Super Premium,84.9
648,Grande,Tradicional,Extravaganzza®,Veggie®,Super Premium,84.9
649,Grande,Tradicional,Extravaganzza®,Portuguesa,Super Premium,84.9
650,Grande,Tradicional,Extravaganzza®,Pepperrock,Super Premium,84.9
651,Grande,Tradicional,Extravaganzza®,Frango Grelhado,Super Premium,84.9
652,Grande,Tradicional,Extravaganzza®,Frango com Cream Cheese,Super Premium,84.9
653,Grande,Tradicional,Extravaganzza®,Egg & Bacon,Super Premium,84.9
654,Grande,Tradicional,Extravaganzza®,Catuperoni,Super Premium,84.9
655,Grande,Tradicional,Extravaganzza®,Calabresa Especial,Super Premium,84.9
656,Grande,Tradicional,Extravaganzza®,Búfala La Bianca,Super Premium,84.9
657,Grande,Tradicional,Extravaganzza®,Bauru,Super Premium,84.9
658,Grande,Tradicional,Extravaganzza®,4 Queijos,Super Premium,84.9
659,Grande,Tradicional,Extravaganzza®,América,Super Premium,84.9
660,Grande,Tradicional,Extravaganzza®,Napolitana,Super Premium,84.9
661,Grande,Tradicional,Extravaganzza®,Presunto,Super Premium,84.9
662,Grande,Tradicional,Extravaganzza®,Pepperoni,Super Premium,84.9
663,Grande,Tradicional,Extravaganzza®,Margherita,Super Premium,84.9
664,Grande,Tradicional,Extravaganzza®,Pizza de Queijo,Super Premium,84.9
665,Grande,Tradicional,Extravaganzza®,Corn & Bacon,Super Premium,84.9
666,Grande,Tradicional,Extravaganzza®,Calabresa,Super Premium,84.9
667,Grande,Tradicional,Extravaganzza®,Frango com Requeijão,Super Premium,84.9
668,Grande,Tradicional,Extravaganzza®,3 Queijos,Super Premium,84.9
669,Grande,Tradicional,Veggie®,Veggie®,Super Premium,84.9
670,Grande,Tradicional,Veggie®,Portuguesa,Super Premium,84.9
671,Grande,Tradicional,Veggie®,Pepperrock,Super Premium,84.9
672,Grande,Tradicional,Veggie®,Frango Grelhado,Super Premium,84.9
673,Grande,Tradicional,Veggie®,Frango com Cream Cheese,Super Premium,84.9
674,Grande,Tradicional,Veggie®,Egg & Bacon,Super Premium,84.9
675,Grande,Tradicional,Veggie®,Catuperoni,Super Premium,84.9
676,Grande,Tradicional,Veggie®,Calabresa Especial,Super Premium,84.9
677,Grande,Tradicional,Veggie®,Búfala La Bianca,Super Premium,84.9
678,Grande,Tradicional,Veggie®,Bauru,Super Premium,84.9
679,Grande,Tradicional,Veggie®,4 Queijos,Super Premium,84.9
680,Grande,Tradicional,Veggie®,América,Super Premium,84.9
681,Grande,Tradicional,Veggie®,Napolitana,Super Premium,84.9
682,Grande,Tradicional,Veggie®,Presunto,Super Premium,84.9
683,Grande,Tradicional,Veggie®,Pepperoni,Super Premium,84.9
684,Grande,Tradicional,Veggie®,Margherita,Super Premium,84.9
685,Grande,Tradicional,Veggie®,Pizza de Queijo,Super Premium,84.9
686,Grande,Tradicional,Veggie®,Corn & Bacon,Super Premium,84.9
687,Grande,Tradicional,Veggie®,Calabresa,Super Premium,84.9
688,Grande,Tradicional,Veggie®,Frango com Requeijão,Super Premium,84.9
689,Grande,Tradicional,Veggie®,3 Queijos,Super Premium,84.9
690,Grande,Tradicional,Portuguesa,Portuguesa,Super Premium,84.9
691,Grande,Tradicional,Portuguesa,Pepperrock,Super Premium,84.9
692,Grande,Tradicional,Portuguesa,Frango Grelhado,Super Premium,84.9
693,Grande,Tradicional,Portuguesa,Frango com Cream Cheese,Super Premium,84.9
694,Grande,Tradicional,Portuguesa,Egg & Bacon,Super Premium,84.9
695,Grande,Tradicional,Portuguesa,Catuperoni,Super Premium,84.9
696,Grande,Tradicional,Portuguesa,Calabresa Especial,Super Premium,84.9
697,Grande,Tradicional,Portuguesa,Búfala La Bianca,Super Premium,84.9
698,Grande,Tradicional,Portuguesa,Bauru,Super Premium,84.9
699,Grande,Tradicional,Portuguesa,4 Queijos,Super Premium,84.9
700,Grande,Tradicional,Portuguesa,América,Super Premium,84.9
701,Grande,Tradicional,Portuguesa,Napolitana,Super Premium,84.9
702,Grande,Tradicional,Portuguesa,Presunto,Super Premium,84.9
703,Grande,Tradicional,Portuguesa,Pepperoni,Super Premium,84.9
704,Grande,Tradicional,Portuguesa,Margherita,Super Premium,84.9
705,Grande,Tradicional,Portuguesa,Pizza de Queijo,Super Premium,84.9
706,Grande,Tradicional,Portuguesa,Corn & Bacon,Super Premium,84.9
707,Grande,Tradicional,Portuguesa,Calabresa,Super Premium,84.9
708,Grande,Tradicional,Portuguesa,Frango com Requeijão,Super Premium,84.9
709,Grande,Tradicional,Portuguesa,3 Queijos,Super Premium,84.9
710,Grande,Tradicional,Pepperrock,Pepperrock,Super Premium,84.9
711,Grande,Tradicional,Pepperrock,Frango Grelhado,Super Premium,84.9
712,Grande,Tradicional,Pepperrock,Frango com Cream Cheese,Super Premium,84.9
713,Grande,Tradicional,Pepperrock,Egg & Bacon,Super Premium,84.9
714,Grande,Tradicional,Pepperrock,Catuperoni,Super Premium,84.9
715,Grande,Tradicional,Pepperrock,Calabresa Especial,Super Premium,84.9
716,Grande,Tradicional,Pepperrock,Búfala La Bianca,Super Premium,84.9
717,Grande,Tradicional,Pepperrock,Bauru,Super Premium,84.9
718,Grande,Tradicional,Pepperrock,4 Queijos,Super Premium,84.9
719,Grande,Tradicional,Pepperrock,América,Super Premium,84.9
720,Grande,Tradicional,Pepperrock,Napolitana,Super Premium,84.9
721,Grande,Tradicional,Pepperrock,Presunto,Super Premium,84.9
722,Grande,Tradicional,Pepperrock,Pepperoni,Super Premium,84.9
723,Grande,Tradicional,Pepperrock,Margherita,Super Premium,84.9
724,Grande,Tradicional,Pepperrock,Pizza de Queijo,Super Premium,84.9
725,Grande,Tradicional,Pepperrock,Corn & Bacon,Super Premium,84.9
726,Grande,Tradicional,Pepperrock,Calabresa,Super Premium,84.9
727,Grande,Tradicional,Pepperrock,Frango com Requeijão,Super Premium,84.9
728,Grande,Tradicional,Pepperrock,3 Queijos,Super Premium,84.9
729,Grande,Tradicional,Frango Grelhado,Frango Grelhado,Super Premium,84.9
730,Grande,Tradicional,Frango Grelhado,Frango com Cream Cheese,Super Premium,84.9
731,Grande,Tradicional,Frango Grelhado,Egg & Bacon,Super Premium,84.9
732,Grande,Tradicional,Frango Grelhado,Catuperoni,Super Premium,84.9
733,Grande,Tradicional,Frango Grelhado,Calabresa Especial,Super Premium,84.9
734,Grande,Tradicional,Frango Grelhado,Búfala La Bianca,Super Premium,84.9
735,Grande,Tradicional,Frango Grelhado,Bauru,Super Premium,84.9
736,Grande,Tradicional,Frango Grelhado,4 Queijos,Super Premium,84.9
737,Grande,Tradicional,Frango Grelhado,América,Super Premium,84.9
738,Grande,Tradicional,Frango Grelhado,Napolitana,Super Premium,84.9
739,Grande,Tradicional,Frango Grelhado,Presunto,Super Premium,84.9
740,Grande,Tradicional,Frango Grelhado,Pepperoni,Super Premium,84.9
741,Grande,Tradicional,Frango Grelhado,Margherita,Super Premium,84.9
742,Grande,Tradicional,Frango Grelhado,Pizza de Queijo,Super Premium,84.9
743,Grande,Tradicional,Frango Grelhado,Corn & Bacon,Super Premium,84.9
744,Grande,Tradicional,Frango Grelhado,Calabresa,Super Premium,84.9
745,Grande,Tradicional,Frango Grelhado,Frango com Requeijão,Super Premium,84.9
746,Grande,Tradicional,Frango Grelhado,3 Queijos,Super Premium,84.9
747,Grande,Tradicional,Frango com Cream Cheese,Frango com Cream Cheese,Premium,77.9
748,Grande,Tradicional,Frango com Cream Cheese,Egg & Bacon,Premium,77.9
749,Grande,Tradicional,Frango com Cream Cheese,Catuperoni,Premium,77.9
